jobs,salary_in_usd,experience_level,employment_type,work_setting,company_location,company_size
Data Architecture and Modeling,280100,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,168100,Senior,Full-time,Remote,United States,M
Machine Learning and AI,120000,Senior,Full-time,In-person,United States,M
Data Engineering,149040,Senior,Full-time,Remote,United States,M
Data Engineering,113900,Senior,Full-time,Remote,United States,M
Machine Learning and AI,165000,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,274450,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,199600,Senior,Full-time,In-person,United States,M
Data Engineering,83500,Mid-level,Full-time,In-person,United States,M
Data Engineering,52500,Mid-level,Full-time,In-person,United States,M
Data Science and Research,250000,Executive,Full-time,Remote,United States,M
Data Science and Research,180000,Executive,Full-time,Remote,United States,M
Data Science and Research,157000,Senior,Full-time,Remote,United States,M
Data Analysis,140700,Senior,Full-time,Remote,United States,M
Data Analysis,109600,Senior,Full-time,Remote,United States,M
Machine Learning and AI,278000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,173000,Senior,Full-time,In-person,United States,M
Data Engineering,305000,Senior,Full-time,Remote,United States,M
Data Engineering,125000,Senior,Full-time,Remote,United States,M
Data Science and Research,24000,Entry-level,Full-time,Remote,United States,M
BI and Visualization,259000,Senior,Full-time,In-person,United States,M
BI and Visualization,138750,Senior,Full-time,In-person,United States,M
Data Science and Research,218000,Senior,Full-time,Remote,United States,M
Data Science and Research,85000,Senior,Full-time,Remote,United States,M
Data Management and Strategy,132000,Senior,Full-time,In-person,United States,M
Data Management and Strategy,71500,Senior,Full-time,In-person,United States,M
Leadership and Management,215050,Senior,Full-time,In-person,United States,M
Leadership and Management,113100,Senior,Full-time,In-person,United States,M
Data Science and Research,85000,Mid-level,Full-time,In-person,United States,M
Data Engineering,250000,Executive,Full-time,Remote,United States,M
Data Engineering,200000,Executive,Full-time,Remote,United States,M
Data Science and Research,168400,Senior,Full-time,In-person,United States,M
Data Analysis,136505,Senior,Full-time,Remote,United States,M
Data Analysis,100895,Senior,Full-time,Remote,United States,M
Data Engineering,275300,Senior,Full-time,Remote,United States,M
Data Engineering,183500,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,240000,Mid-level,Full-time,Remote,United States,M
Data Analysis,93000,Mid-level,Full-time,Remote,United States,L
Data Engineering,105000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,170730,Senior,Full-time,In-person,United States,M
Machine Learning and AI,170000,Mid-level,Full-time,In-person,United States,M
Data Engineering,158700,Senior,Full-time,In-person,United States,M
Data Engineering,123906,Senior,Full-time,In-person,United States,M
Data Engineering,180500,Executive,Full-time,In-person,United States,M
Data Engineering,257400,Executive,Full-time,Remote,United States,M
Data Engineering,210600,Executive,Full-time,Remote,United States,M
Data Quality and Operations,65000,Mid-level,Full-time,In-person,United States,M
Data Quality and Operations,50000,Mid-level,Full-time,In-person,United States,M
Data Engineering,293000,Senior,Full-time,In-person,United States,M
Data Science and Research,260000,Executive,Full-time,Remote,United States,M
Data Science and Research,192000,Executive,Full-time,Remote,United States,M
Data Analysis,99000,Entry-level,Full-time,Remote,United States,L
Machine Learning and AI,233000,Senior,Full-time,In-person,United States,M
Data Engineering,185100,Senior,Full-time,Remote,United States,M
Data Engineering,127600,Senior,Full-time,Remote,United States,M
Data Analysis,105000,Mid-level,Full-time,Remote,United States,M
Data Analysis,160000,Executive,Full-time,Remote,United States,M
Data Analysis,55000,Executive,Full-time,Remote,United States,M
Machine Learning and AI,241000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,163000,Senior,Full-time,In-person,United States,M
Data Science and Research,120000,Mid-level,Full-time,Remote,United States,M
Data Science and Research,218000,Senior,Full-time,In-person,United States,M
Data Science and Research,118000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,162540,Senior,Full-time,In-person,United States,M
Data Science and Research,258750,Executive,Full-time,In-person,United States,M
Data Science and Research,225000,Executive,Full-time,In-person,United States,M
Data Science and Research,145000,Executive,Full-time,In-person,United States,M
Data Engineering,153600,Senior,Full-time,In-person,United States,M
Data Engineering,106800,Senior,Full-time,In-person,United States,M
Data Engineering,182850,Senior,Full-time,Remote,United States,M
Data Engineering,113000,Senior,Full-time,Remote,United States,M
Data Analysis,126000,Mid-level,Full-time,In-person,United States,M
Data Analysis,86400,Mid-level,Full-time,In-person,United States,M
Data Engineering,232760,Senior,Full-time,Remote,United States,M
Data Engineering,169280,Senior,Full-time,Remote,United States,M
Data Engineering,162500,Mid-level,Full-time,In-person,United States,M
Data Science and Research,240350,Senior,Full-time,Remote,United States,M
Data Science and Research,174800,Senior,Full-time,Remote,United States,M
Data Engineering,116000,Senior,Full-time,In-person,United States,M
Data Analysis,153600,Senior,Full-time,Remote,United States,M
Data Analysis,107500,Senior,Full-time,Remote,United States,M
Machine Learning and AI,178000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,152000,Senior,Full-time,Remote,United States,M
Data Science and Research,233200,Senior,Full-time,Remote,United States,M
Data Analysis,206000,Senior,Full-time,In-person,United States,M
Data Analysis,130000,Senior,Full-time,In-person,United States,M
Data Management and Strategy,110000,Mid-level,Full-time,In-person,United States,M
Data Management and Strategy,70000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,150120,Senior,Full-time,Remote,United States,M
Data Science and Research,120096,Senior,Full-time,Remote,United States,M
Machine Learning and AI,168000,Senior,Full-time,Remote,United States,M
Leadership and Management,178600,Senior,Full-time,In-person,United States,M
Leadership and Management,142880,Senior,Full-time,In-person,United States,M
Data Engineering,151410,Mid-level,Full-time,In-person,United States,M
Data Engineering,144200,Mid-level,Full-time,In-person,United States,M
Data Science and Research,151410,Entry-level,Full-time,Remote,United States,M
Data Science and Research,115360,Entry-level,Full-time,Remote,United States,M
Leadership and Management,193170,Mid-level,Full-time,In-person,United States,M
Leadership and Management,116480,Mid-level,Full-time,In-person,United States,M
Data Engineering,146000,Senior,Full-time,Remote,United States,M
Data Engineering,94000,Senior,Full-time,Remote,United States,M
Leadership and Management,269600,Executive,Full-time,In-person,United States,M
Data Architecture and Modeling,250500,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,159500,Senior,Full-time,In-person,United States,M
Data Analysis,115000,Entry-level,Full-time,In-person,United States,M
Data Analysis,94035,Entry-level,Full-time,Remote,United States,M
Data Analysis,57920,Entry-level,Full-time,Remote,United States,M
Data Analysis,113600,Senior,Full-time,In-person,United States,M
Data Analysis,60000,Senior,Full-time,In-person,United States,M
Data Science and Research,256000,Senior,Full-time,Remote,United States,M
Data Analysis,116000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,283200,Senior,Full-time,In-person,United States,M
Machine Learning and AI,188800,Senior,Full-time,In-person,United States,M
Data Science and Research,205640,Senior,Full-time,In-person,United States,M
Data Engineering,193200,Senior,Full-time,Remote,United States,M
Data Engineering,156400,Senior,Full-time,Remote,United States,M
Machine Learning and AI,121000,Senior,Full-time,In-person,United States,M
Data Engineering,132300,Senior,Full-time,In-person,United States,M
Data Science and Research,237000,Senior,Full-time,Remote,United States,M
Data Science and Research,201450,Senior,Full-time,Remote,United States,M
Machine Learning and AI,229000,Senior,Full-time,In-person,United States,M
Machine Learning and AI,206000,Senior,Full-time,In-person,United States,M
Data Science and Research,231000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,183750,Senior,Full-time,In-person,United States,M
Data Engineering,175000,Mid-level,Full-time,In-person,United States,M
Data Science and Research,285800,Senior,Full-time,In-person,United States,M
Data Science and Research,154600,Senior,Full-time,In-person,United States,M
Data Quality and Operations,289120,Senior,Full-time,In-person,United States,M
Data Quality and Operations,192400,Senior,Full-time,In-person,United States,M
Data Architecture and Modeling,258000,Mid-level,Full-time,Remote,United States,L
Data Science and Research,121000,Senior,Full-time,In-person,United States,M
Data Science and Research,141000,Senior,Full-time,In-person,United States,M
Data Engineering,206000,Senior,Full-time,In-person,United States,M
Data Science and Research,192000,Senior,Full-time,In-person,United States,M
Data Analysis,147000,Senior,Full-time,Remote,United States,M
Data Analysis,92000,Senior,Full-time,Remote,United States,M
Machine Learning and AI,261500,Senior,Full-time,In-person,United States,L
Machine Learning and AI,134500,Senior,Full-time,In-person,United States,L
Data Analysis,83200,Entry-level,Contract,Hybrid,United States,S
Leadership and Management,275300,Senior,Full-time,Remote,United States,M
Leadership and Management,183500,Senior,Full-time,Remote,United States,M
Data Engineering,136600,Senior,Full-time,Remote,United States,M
Data Engineering,109280,Senior,Full-time,Remote,United States,M
Data Science and Research,281000,Senior,Full-time,In-person,United States,M
Data Management and Strategy,69500,Entry-level,Full-time,Remote,United States,M
Data Architecture and Modeling,285000,Senior,Full-time,Remote,United States,M
Data Analysis,69525,Entry-level,Full-time,Remote,United States,M
Data Analysis,61800,Entry-level,Full-time,Remote,United States,M
Machine Learning and AI,178000,Senior,Full-time,In-person,United States,M
Data Science and Research,40000,Entry-level,Full-time,Remote,United States,M
BI and Visualization,110000,Senior,Full-time,In-person,United States,M
Data Science and Research,130001,Entry-level,Full-time,Remote,United States,M
Data Science and Research,71907,Entry-level,Full-time,Remote,United States,M
Data Architecture and Modeling,205000,Senior,Full-time,Remote,United States,M
Data Architecture and Modeling,150000,Senior,Full-time,Remote,United States,M
Leadership and Management,204500,Executive,Full-time,In-person,United States,M
Leadership and Management,142200,Executive,Full-time,In-person,United States,M
Data Science and Research,277500,Senior,Full-time,In-person,United States,M
Machine Learning and AI,150000,Mid-level,Full-time,In-person,United States,M
